platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"Vasektomi -> keputusan besar harus dipikirkan matang2
Punya anak -> gak dipikirin matang2 dan berlindung dibalik kalimat ""udah takdirnya"" + resiko gede diselingkuhi ketika istri hamil
Kondom -> mikir mahal mending crot diluar
Rokok -> gk mikir mahal sing penting ngudud",2025-04-16T13:22:12.000Z,positif,vasektomi putus pikir matang anak gak dipikirin matang lindung balik kalimat udah takdir resiko gede selingkuh istri hamil kondom mikir mahal mending crot luar rokok gk mikir mahal sing ngudud
twitter,"Bahwa seorang perempuan, istri, dan ibu dipaksa harus menjelaskan dirinya sendiri kanapa “bukan dia aja yang angkat rahim di saat darurat, tapi malah suaminya yang vasektomi” ke lelaki bejat yang nggak bisa liat laki-laki mau rela melakukan apapun untuk istrinya. https://x.com/noniksipit/sta/noniksipit/status/1912428560557740208…",2025-04-16T13:17:33.000Z,netral,perempuan istri paksa kanapa aja angkat rahim darurat suami vasektomi lelaki bejat nggak liat lakilaki rela apa istri
twitter,"Iya ya, kan persyaratan vasektomi itu harus udh punya anak min 2. nah amit² istrinya meninggal pas dia udh vasek knp dia cemas karna takut g bisa punya anak lg(klo nikah lgi) kan udh punya anak 2, knp g fokus ngerawat 2 anak yg udh ada itu aja y, malah sibuk mikirin kawin lgi",2025-04-16T13:12:45.000Z,positif,iya ya syarat vasektomi udh anak min amit istri tinggal pas udh vasek knp cemas karna takut g anak lgklo nikah lgi udh anak knp g fokus ngerawat anak yg udh aja y sibuk mikirin kawin lgi
twitter,"Majelis Ulama Indonesia (MUI) melalui Fatwa No. 3 tahun 2009 memperbolehkan vasektomi dengan syarat tertentu. Pertama, harus ada persetujuan bersama antara suami dan istri. Kedua, dilakukan karena alasan yang sah, seperti kesehatan atau jumlah anak yang cukup. Ketiga, idealnya",2025-04-16T12:58:35.000Z,netral,majelis ulama indonesia mui fatwa no boleh vasektomi syarat tuju suami istri alas sah sehat anak tiga ideal
twitter,Ih sumpah ini Twitter 50% laki2 ny harus kebiri sih jngn vasektomi,2025-04-16T12:55:10.000Z,positif,ih sumpah twitter laki ny kebiri sih jngn vasektomi
twitter,"dari hal gini aja laki"" mana mau berkorban, perempuan yang harus dan wajib berkorban untuk kb xixixi. laki"" lemah perihal vasektomi aja disuruh pikir matang""",2025-04-16T12:54:20.000Z,positif,gin aja laki korban perempuan wajib korban kb xixixi laki lemah perihal vasektomi aja suruh pikir matang
twitter,"Ya kasian. Nah kalo mereka bs vasektomi kan menguntungkan mereka jg. Naik2 gedung, benerin kabel di laut dll, pas pulang gajinya ga harus di alokasi buat beli susu, makanan bergizi, ama nyekolahin anak",2025-04-16T12:53:54.000Z,positif,ya kasi kalo bs vasektomi untung jg gedung benerin kabel laut dll pas pulang gaji ga alokasi beli susu makan gizi ama nyekolahin anak
twitter,"Betul perempuan hamil trs melahirkan aja udah penuh risiko masi harus pasang KB jg yang ke depannya ga tau ntar bakal ada efek samping pa engganya, pdhl vasektomi tu ngga sebahaya pasang IUD, suntik, dan minum pil KB lo risikonya",2025-04-16T12:42:30.000Z,positif,perempuan hamil trs lahir aja udah penuh risiko mas pasang kb jg depan ga tau ntar efek samping pa engganya pdhl vasektomi tu ngga bahaya pasang iud suntik minum pil kb lo risiko
twitter,"gue ngomong sama cowo gue, kalau nikah, udah punya anak 1 dia harus vasektomi  https://x.com/noniksipit/sta/noniksipit/status/1911950577011200362…",2025-04-16T12:36:35.000Z,netral,gue ngomong cowo gue nikah udah anak vasektomi
twitter,"Kehamilan, penggunaan alat KB, apa pun itu, perlu dipikirkan matang-matang bersama. Untuk kasus vasektomi harus lebih matang dipikirkan, bahkan ada syarat yg harus dipenuhi ketika akan melakukan tindakan tsb melalui program bkkbn, mulai dari umur sampai sudah punya anak berapa.",2025-04-16T12:26:12.000Z,netral,hamil guna alat kb pikir matangmatang vasektomi matang pikir syarat yg penuh tindak tsb program bkkbn umur anak
twitter,"Hamil, pasang kb iud atau hormonal, vasektomi, semua itu harus dipikirkan matang matang, namun sebelum itu adalah memilih pasangan yang juga jangan asal asalan biar nanti ga kecewa lalu bikin thread nyalahin satu pihak wkwkwk",2025-04-16T12:24:10.000Z,positif,hamil pasang kb iud hormonal vasektomi pikir matang matang pilih pasang asal biar ga kecewa bikin thread nyalahin wkwkwk
twitter,"""karna yg namanya kita nikah itu pasti pengen punya keturunan""
kita? lu aja mungkin wkwkwk

""Vasektomi keputusan besar buat cowo, harus dipikirkan matang²""
ya sama, cewe KB pun keputusan besar, harus dipikirkan matang², aneh lu",2025-04-16T12:17:37.000Z,positif,karna yg nama nikah ken turun lu aja wkwkwk vasektomi putus cowo pikir matang ya cewe kb putus pikir matang aneh lu
twitter,"mas nya tau ga ya kalo dalam islam laki laki harus punya martabat dan kagak drama kayak gini? tidak perlu ngamuk ngurusin istri yang bukan istri dia. mereka punya suami mereka yang jadi nahkoda mau vasektomi kek apa kek, itu bukan ranah lu. gue muak berasa paling suci lu setan",2025-04-16T11:19:58.000Z,positif,mas nya tau ga ya kalo islam laki laki martabat kagak drama kayak gin ngamuk ngurusin istri istri suami nahkoda vasektomi kek kek ranah lu gue muak asa suci lu setan
twitter,"Gua rasa sosialisasi vasektomi ini harus diubah caranya biar tetep ""male-centered"" (kek yg mereka pada suka tuh).

""Ayo vasektomi untuk kontrol kelahiran anak""
""Ayo vasektomi agar bisa CROT CROTTT BEBAS TANPA WORRY""  https://x.com/noniksipit/sta/noniksipit/status/1911981778266689976…",2025-04-16T11:17:23.000Z,netral,gua sosialisasi vasektomi ubah biar tetep malecentered kek yg suka tuh ayo vasektomi kontrol lahir anak ayo vasektomi crot crottt bebas worry
twitter,"Pernah banyak review orang yang pernah vasektomi, syarat dari dokternya harus punya anak dulu, atau minimal umur 35",2025-04-16T11:15:34.000Z,netral,review orang vasektomi syarat dokter anak minimal umur
twitter,"Vasektomi tu setau gw cuma motong saluran yang ngebawa sperma, tapi air maninya masih bisa keluar. PUN bisa dilakukan ketika sudah punya anak sesuai target si pasangan. Kenapa utk urusan kontrasepsi harus dititik beratkan ke perempuan? Laki2 kan juga bisa ikutserta.",2025-04-16T11:06:04.000Z,netral,vasektomi tu tau gw motong salur ngebawa sperma air mani anak sesuai target si pasang utk urus kontrasepsi titik rat perempuan laki ikutserta
twitter,"Oke angkat rahim bisa, lebih dari vasektomi jg harus bisa dong contohnya dipotong...",2025-04-16T11:00:55.000Z,netral,oke angkat rahim vasektomi jg contoh potong
twitter,"Sebenarnya aku ga memaksa kelak punya suami harus vasektomi, lihat dulu kondisinya bagaimana nanti buat diriku dan dirinya.",2025-04-16T10:56:56.000Z,netral,ga paksa kelak suami vasektomi lihat kondisi diri
twitter,"banyak cowo yg cupu bgt anjritt, sama sakit aja takut, luka kecil doang nangis, maluu anj itu cewe tiap bulan udh dihajar abis abisan badannya, ditambah harus hamil & melahirkan yg pertaruhin nyawa, dan lo pada vasektomi doang takut? Pemimpin macem apa dah cemen begini",2025-04-16T10:54:24.000Z,positif,cowo yg cupu bgt anjritt sakit aja takut luka doang nang maluu anj cewe udh hajar abis abis badan tambah hamil lahir yg pertaruhin nyawa lo vasektomi doang takut pimpin macem dah cemen
twitter,Argumen mas gak valid karena vasektomi harus punya anak dulu minimal 2,2025-04-16T10:51:44.000Z,netral,argumen mas gak valid vasektomi anak minimal
twitter,"satu aja udah cukup, ngapain kl si cwo vasektomi lalu ada keharusan si cwe tubektomi?

sekarang dibalik, kl si cwe lakuin tubektomi, si cwo harus vasektomi jg gk?",2025-04-16T10:31:58.000Z,positif,aja udah ngapain kl si cwo vasektomi harus si cwe tubektomi balik kl si cwe lakuin tubektomi si cwo vasektomi jg gk
twitter,"Mikirmu ini vasektomi tuh kontol sama telurmu dipotong semua jadi rata kayak aspal kah?

Minimal belajar biologi, ada YouTube, Google, ChatGPT buat akses seputar vasektomi dan sebagainya. Se-egois itukah kalian sampai apapun terkait reproduksi yang dikorbankan harus wanita?",2025-04-16T10:29:54.000Z,positif,mikirmu vasektomi tuh kontol telur potong kayak aspal kah minimal ajar biologi youtube google chatgpt akses putar vasektomi ego apa kait reproduksi korban wanita
twitter,"Apa sih bilang kalau vasektomi itu keputusan besar yang harus dipikirkan matang-matang bukan berarti kesimpulannya malah seolah KB, hamil, kelahiran ga harus dipikirkan matang-matang plis",2025-04-16T10:25:06.000Z,positif,sih bilang vasektomi putus pikir matangmatang simpul kb hamil lahir ga pikir matangmatang plis
twitter,"Aku gak punya kontol ni ya, tapi aku paham kalo vasektomi itu reversible. Lagian laki tu apa semua gini ya, bini meninggal HARUS kawin lagi. Yg dipikirin kawin kawin kawin.",2025-04-16T10:19:46.000Z,positif,gak kontol ni ya paham kalo vasektomi reversible laki tu gin ya bini tinggal kawin yg dipikirin kawin kawin kawin
twitter,Syaratnya juga harus punya anak dulu kaliiii baru bisa vasektomi,2025-04-16T10:18:04.000Z,netral,syarat anak kaliiii vasektomi
twitter,tau ga angkat rahim itu operasi yang besar banget dibanding vasektomi. gue kek wow istri harus hamil iya melahirkan iya angkat rahim pun iya  semoga seluruh perempuan baik di dunia ini dijauhin sama suami yang kayak gini.,2025-04-16T10:16:08.000Z,positif,tau ga angkat rahim operasi banget banding vasektomi gue kek wow istri hamil iya lahir iya angkat rahim iya moga perempuan dunia dijauhin suami kayak gin
twitter,"Kenapa sih syarat vasektomi harus punya anak minimal 2
Kalo cmn mau punya 1 gimana? Kalo gamau punya anak gimana? Heran gua sama pemerintah
Nikah ga selalu ttg anak
Kenapa minimal umur juga 35
Kalo 30 udah mau vasektomi emang gaboleh???",2025-04-16T09:53:18.000Z,positif,sih syarat vasektomi anak minimal kalo cmn gimana kalo gamau anak gimana heran gua perintah nikah ga ttg anak minimal umur kalo udah vasektomi emang gaboleh
twitter,jadi inget dulu bantuin ibu2 usia 45 lahiran normal berujung rahimnya gamau kontraksi (kemungkinan faktor usia) terus perdarahan dan harus angkat rahim (operasi besar) haduuuhhhh coba bapake vasektomi ya bu,2025-04-16T09:52:24.000Z,netral,inget bantuin usia lahir normal ujung rahim gamau kontraksi faktor usia darah angkat rahim operasi haduuuhhhh coba bapake vasektomi ya bu
twitter,gak habis pikir sama yg alesan gamau vasektomi karena takut heh apa kabar istrimu yg harus hamil dan melahirkan berkali-kali minimal mikir  https://x.com/noniksipit/sta/noniksipit/status/1911981778266689976…,2025-04-16T09:51:32.000Z,netral,gak habis pikir yg alesan gamau vasektomi takut heh kabar istri yg hamil lahir berkalikali minimal mikir
twitter,"Ka aku mau tanya, suaminya umur berapa pas vasektomi? 
Suami ku belum ada 35 taun, dan tadi mau daftar visek lewat Posyandu, katanya ga bisa, harus diatas 35
Kalo jalur yg bayar mandiri apa boleh ya ka? Soalnya aku udah ga mau pasang kb lagi, pengen steril tapi ga dibolehin suami",2025-04-16T09:34:15.000Z,positif,ka suami umur pas vasektomi suami ku taun daftar visek posyandu ga atas kalo jalur yg bayar mandiri ya ka udah ga pasang kb ken steril ga dibolehin suami
twitter,"Aku di Papua kak, di Merauke. Udah tanya orang sini juga katanya memang dokter di sini belum ada yg bisa vasektomi. Dan kalo misal ikut program gratisnya harus nunggu dokter dari kota yg lebih besar(?)",2025-04-16T09:06:27.000Z,positif,papua kak merauke udah orang dokter yg vasektomi kalo program gratis nunggu dokter kota yg
twitter,"mslh vasektomi itu kdng bkn cm di cowok yg jadi mandul. Kadanv istri n keluarganya malah takut suaminya selingkuh, karena jadi aman kan, bisa keluar di dalam tanpa takut ngehamilin. Jadi edukasi harus di kedua pihak emang kalau soal vasektomi ini",2025-04-16T09:05:31.000Z,positif,mslh vasektomi kdng bkn cm cowok yg mandul kadanv istri n keluarga takut suami selingkuh aman takut ngehamilin edukasi emang vasektomi
twitter,Syarat bisa vasektomi anak harus 2 ya kak minimal?,2025-04-16T08:41:51.000Z,netral,syarat vasektomi anak ya kak minimal
twitter,"Inget banget overheard percakapan pasangan yang suaminya dengan kesadaran penuh minta vasektomi dengan alasan ga tega liat istrinya kesakitan pas hamil, harus kb juga ",2025-04-16T08:37:55.000Z,positif,inget banget overheard cakap pasang suami sadar penuh vasektomi alas ga tega liat istri sakit pas hamil kb
twitter,syarat vasektomi emg harus punya anak dulu,2025-04-16T08:19:23.000Z,netral,syarat vasektomi emg anak
twitter,"Belum nikah mungkin, krn untuk bisa jalani prosedur vasektomi harus udah menikah / dalam hubungan pernikahan dulu",2025-04-16T08:05:18.000Z,netral,nikah krn jalan prosedur vasektomi udah meni hubung nikah
twitter,"- anak 4 & jarak cuma 2 tahun
- istri udah kb & tetep kebobolan
- istri udah saranin vasektomi, tapi suami takut bro takut vasektomi, tapi ga takut harus ngehidupin 4 anak. gue sekedar ngebayangin ngebiayain 1 anak in this economy aja belum sanggup",2025-04-16T07:48:02.000Z,positif,anak jarak istri udah kb tetep bobol istri udah saranin vasektomi suami takut bro takut vasektomi ga takut ngehidupin anak gue dar ngebayangin ngebiayain anak in this economy aja sanggup
twitter,Planning anak itu penting. Sender nya ga bilang ga bakal punya anak. Bisa jadi vasektomi nanti waktu udah punya anak karena emang harus udah diomongin sebelum menikah. Lagian kalau memang calonnya mau vasektomi sebelum menikah kenapa? Kamu kan ga tau tujuan mereka menikah apa,2025-04-16T07:39:03.000Z,positif,planning anak sender nya ga bilang ga anak vasektomi udah anak emang udah diomongin meni calon vasektomi meni ga tau tuju meni
twitter,"anak 2 mantok, harus vasektomi okelah gw dlu yg KB dari anak pertama ke anak ke 2 sisanya sumber nya aja yg KB",2025-04-16T07:21:01.000Z,netral,anak mantok vasektomi oke gw dlu yg kb anak anak sisa sumber nya aja yg kb
twitter,"Polemik vasektomi ini menurut gw yang udah nikah, gak perlu menginvalidasi kalau ada cowok gak mau vasektomi mungkin dia ada pandangan lain. Untuk cowok kalau memang gak mau vasektomi ya HARUS pake kondom lah harganya murah kagak ada efek samping dan efektif.",2025-04-16T07:18:28.000Z,negatif,polemik vasektomi gw udah nikah gak menginvalidasi cowok gak vasektomi pandang cowok gak vasektomi ya pake kondom harga murah kagak efek samping efektif
twitter,mau tapi harus punya anak dulu ya. aku pengin abis nikah langsung vasektomi karena gamau punya anak ,2025-04-16T07:11:37.000Z,netral,anak ya pengin abis nikah langsung vasektomi gamau anak
twitter,vasektomi harus di rs apa di puskesmas ada ya kak?,2025-04-16T06:55:29.000Z,netral,vasektomi rs puskesmas ya kak
twitter,"Sorry ikutan join, maaf jg kalo oot, aku cewek umur 30 tahun mau KB aja gak dibolehin sama bidannya  katanya harus punya anak dulu baru KB, takut nnti jd gak bisa punya anak, lah justru aku emang niatnya childfree  intinya, minta KB aja ribet apalagi vasektomi sih kak ",2025-04-16T06:52:04.000Z,positif,sorry ikut join maaf jg kalo oot cewek umur kb aja gak dibolehin bidan anak kb takut nnti jd gak anak emang niat childfree inti kb aja ribet vasektomi sih kak
twitter,"Cuma pengen anak satuuu, suami jg sama pengennya satu trus vasektomi. Tp klo mo gratis harus 2 anak ",2025-04-16T06:51:42.000Z,netral,ken anak satuuu suami jg ken trus vasektomi tp klo mo gratis anak
twitter,"Agak diskriminatif ya syaratnya harus punya anak dulu, mana 2 pula  Sedangkan banyak lho orang yg vasektomi karena emang childfree alias emang gamau punya anak samsek",2025-04-16T06:49:35.000Z,positif,diskriminatif ya syarat anak lho orang yg vasektomi emang childfree alias emang gamau anak samsek
twitter,"Kalo udah nikah jarang banget laki Indo mau pake kondom. Kontrasepsi ya KB. Kalau vasektomi jangan ‘dipaksa’, KB juga harusnya enggak. Tapi faktanya? Perempuan udah harus KB dari dulu. So, normalize & celebrate vasektomi 
Also, talk by data, liat core issue, gausah sok idealis",2025-04-16T06:48:59.000Z,netral,kalo udah nikah jarang banget laki indo pake kondom kontrasepsi ya kb vasektomi paksa kb fakta perempuan udah kb so normalize celebrate vasektomi also talk by data liat core issue gausah sok idealis
twitter,Kan syarat vasektomi harus sudah punya anak. Kalau tidak salah 2. Temenku vasektomi anaknya 2 dan istrinya tidak bisa kb karena pendaratan terus. Anaknya sekarang sudah SMA. Aman aman aja.,2025-04-16T06:36:13.000Z,positif,syarat vasektomi anak salah temenku vasektomi anak istri kb darat anak sma aman aman aja
twitter,"Dipikirnya kalo vasektomi bakal dipotong atau dibuang kali, padahal cuma biar spermanya gak keluar aja. Apa ruginya njir udah gak akan pernah waswas lagi. Bandingin sama perempuan yang harus KB, rusak sebadan-badan. Siapa deh yang egois",2025-04-16T06:35:55.000Z,positif,pikir kalo vasektomi potong buang kali biar sperma gak aja rugi njir udah gak waswas bandingin perempuan kb rusak sebadanbadan deh egois
twitter,"Vasektomi harus di-rebranding. Jangan pakai istilah ribet, yg oon ga nyampe yg cemen tetep takut. Bilang aja ""cuti sehari demi ngewe sepuasnya tanpa jadi anak""",2025-04-16T06:32:07.000Z,positif,vasektomi direbranding pakai istilah ribet yg oon ga nyampe yg cemen tetep takut bilang aja cuti hari ngewe puas anak
